JournalCode|JournalLib|EcritureNum|EcritureDate|CompteNum|CompteLib|CompteAuxNum|CompteAuxLib|PieceRef|PieceDate|EcritureLib|Debit|Credit|EcritureLet|DateLet|ValidDate|MontantDevise|Idevise
AC|Achats|EC000086|20251015|401000|Fournisseurs|||FA000086|20251015|Assurance 10/2025|0,00|500,00|||20251015||
SA|Salaires|EC000087|20251028|641000|Rémunérations du personnel|||FA000087|20251028|Salaires 10/2025|12000,00|0,00|||20251028||
SA|Salaires|EC000087|20251028|645000|Charges sociales|||FA000087|20251028|Charges sociales 10/2025|5000,00|0,00|||20251028||
SA|Salaires|EC000087|20251028|421000|Personnel - rémunérations dues|||FA000087|20251028|Net à payer 10/2025|0,00|9500,00|||20251028||
SA|Salaires|EC000087|20251028|431000|Sécurité sociale|||FA000087|20251028|Cotisations 10/2025|0,00|7500,00|||20251028||
BQ|Banque|EC000088|20251028|512000|Banque|||FA000088|20251028|Encaissement clients 10/2025|44327,90|0,00|||20251028||
BQ|Banque|EC000088|20251028|411000|Clients|||FA000088|20251028|Encaissement 10/2025|0,00|44327,90|||20251028||
BQ|Banque|EC000089|20251028|401000|Fournisseurs|||FA000089|20251028|Paiement fourn 10/2025|9226,80|0,00|||20251028||
BQ|Banque|EC000089|20251028|512000|Banque|||FA000089|20251028|Paiement fourn 10/2025|0,00|9226,80|||20251028||
BQ|Banque|EC000090|20251028|421000|Personnel|||FA000090|20251028|Paiement salaires 10/2025|9500,00|0,00|||20251028||
BQ|Banque|EC000090|20251028|512000|Banque|||FA000090|20251028|Paiement salaires 10/2025|0,00|9500,00|||20251028||
VE|Ventes|EC000091|20251115|411000|Clients|||FA000091|20251115|Facture vente 11/2025|45357,60|0,00|||20251115||
VE|Ventes|EC000091|20251115|706000|Prestations de services|||FA000091|20251115|Prestations 11/2025|0,00|37798,00|||20251115||
VE|Ventes|EC000091|20251115|445710|TVA collectée|||FA000091|20251115|TVA ventes 11/2025|0,00|7559,60|||20251115||
AC|Achats|EC000092|20251115|601000|Achats matières premières|||FA000092|20251115|Achats MP 11/2025|9379,00|0,00|||20251115||
AC|Achats|EC000092|20251115|445660|TVA déductible|||FA000092|20251115|TVA achats 11/2025|1875,80|0,00|||20251115||
AC|Achats|EC000092|20251115|401000|Fournisseurs|||FA000092|20251115|Fournisseur 11/2025|0,00|11254,80|||20251115||
AC|Achats|EC000093|20251115|613000|Locations|||FA000093|20251115|Loyer 11/2025|2500,00|0,00|||20251115||
AC|Achats|EC000093|20251115|401000|Fournisseurs|||FA000093|20251115|Loyer 11/2025|0,00|2500,00|||20251115||
AC|Achats|EC000094|20251115|616000|Assurances|||FA000094|20251115|Assurance 11/2025|500,00|0,00|||20251115||
AC|Achats|EC000094|20251115|401000|Fournisseurs|||FA000094|20251115|Assurance 11/2025|0,00|500,00|||20251115||
SA|Salaires|EC000095|20251128|641000|Rémunérations du personnel|||FA000095|20251128|Salaires 11/2025|12000,00|0,00|||20251128||
SA|Salaires|EC000095|20251128|645000|Charges sociales|||FA000095|20251128|Charges sociales 11/2025|5000,00|0,00|||20251128||
SA|Salaires|EC000095|20251128|421000|Personnel - rémunérations dues|||FA000095|20251128|Net à payer 11/2025|0,00|9500,00|||20251128||
SA|Salaires|EC000095|20251128|431000|Sécurité sociale|||FA000095|20251128|Cotisations 11/2025|0,00|7500,00|||20251128||
BQ|Banque|EC000096|20251128|512000|Banque|||FA000096|20251128|Encaissement clients 11/2025|43467,70|0,00|||20251128||
BQ|Banque|EC000096|20251128|411000|Clients|||FA000096|20251128|Encaissement 11/2025|0,00|43467,70|||20251128||
BQ|Banque|EC000097|20251128|401000|Fournisseurs|||FA000097|20251128|Paiement fourn 11/2025|14254,80|0,00|||20251128||
BQ|Banque|EC000097|20251128|512000|Banque|||FA000097|20251128|Paiement fourn 11/2025|0,00|14254,80|||20251128||
BQ|Banque|EC000098|20251128|421000|Personnel|||FA000098|20251128|Paiement salaires 11/2025|9500,00|0,00|||20251128||
BQ|Banque|EC000098|20251128|512000|Banque|||FA000098|20251128|Paiement salaires 11/2025|0,00|9500,00|||20251128||
VE|Ventes|EC000099|20251215|411000|Clients|||FA000099|20251215|Facture vente 12/2025|40606,80|0,00|||20251215||
VE|Ventes|EC000099|20251215|706000|Prestations de services|||FA000099|20251215|Prestations 12/2025|0,00|33839,00|||20251215||
VE|Ventes|EC000099|20251215|445710|TVA collectée|||FA000099|20251215|TVA ventes 12/2025|0,00|6767,80|||20251215||
VE|Ventes|EC000100|20251215|411000|Clients|||FA000100|20251215|Vente marchandises 12/2025|12700,80|0,00|||20251215||
VE|Ventes|EC000100|20251215|707000|Ventes de marchandises|||FA000100|20251215|Marchandises 12/2025|0,00|10584,00|||20251215||
VE|Ventes|EC000100|20251215|445710|TVA collectée|||FA000100|20251215|TVA marchandises 12/2025|0,00|2116,80|||20251215||
AC|Achats|EC000101|20251215|601000|Achats matières premières|||FA000101|20251215|Achats MP 12/2025|5234,00|0,00|||20251215||
AC|Achats|EC000101|20251215|445660|TVA déductible|||FA000101|20251215|TVA achats 12/2025|1046,80|0,00|||20251215||
AC|Achats|EC000101|20251215|401000|Fournisseurs|||FA000101|20251215|Fournisseur 12/2025|0,00|6280,80|||20251215||
AC|Achats|EC000102|20251215|607000|Achats de marchandises|||FA000102|20251215|Achats march 12/2025|6498,00|0,00|||20251215||
AC|Achats|EC000102|20251215|445660|TVA déductible|||FA000102|20251215|TVA march 12/2025|1299,60|0,00|||20251215||
AC|Achats|EC000102|20251215|401000|Fournisseurs|||FA000102|20251215|Fournisseur march 12/2025|0,00|7797,60|||20251215||
AC|Achats|EC000103|20251215|613000|Locations|||FA000103|20251215|Loyer 12/2025|2500,00|0,00|||20251215||
AC|Achats|EC000103|20251215|401000|Fournisseurs|||FA000103|20251215|Loyer 12/2025|0,00|2500,00|||20251215||
AC|Achats|EC000104|20251215|616000|Assurances|||FA000104|20251215|Assurance 12/2025|500,00|0,00|||20251215||
AC|Achats|EC000104|20251215|401000|Fournisseurs|||FA000104|20251215|Assurance 12/2025|0,00|500,00|||20251215||
SA|Salaires|EC000105|20251228|641000|Rémunérations du personnel|||FA000105|20251228|Salaires 12/2025|12000,00|0,00|||20251228||
SA|Salaires|EC000105|20251228|645000|Charges sociales|||FA000105|20251228|Charges sociales 12/2025|5000,00|0,00|||20251228||
SA|Salaires|EC000105|20251228|421000|Personnel - rémunérations dues|||FA000105|20251228|Net à payer 12/2025|0,00|9500,00|||20251228||
SA|Salaires|EC000105|20251228|431000|Sécurité sociale|||FA000105|20251228|Cotisations 12/2025|0,00|7500,00|||20251228||
BQ|Banque|EC000106|20251228|512000|Banque|||FA000106|20251228|Encaissement clients 12/2025|38914,85|0,00|||20251228||
BQ|Banque|EC000106|20251228|411000|Clients|||FA000106|20251228|Encaissement 12/2025|0,00|38914,85|||20251228||
BQ|Banque|EC000107|20251228|401000|Fournisseurs|||FA000107|20251228|Paiement fourn 12/2025|9280,80|0,00|||20251228||
BQ|Banque|EC000107|20251228|512000|Banque|||FA000107|20251228|Paiement fourn 12/2025|0,00|9280,80|||20251228||
BQ|Banque|EC000108|20251228|421000|Personnel|||FA000108|20251228|Paiement salaires 12/2025|9500,00|0,00|||20251228||
BQ|Banque|EC000108|20251228|512000|Banque|||FA000108|20251228|Paiement salaires 12/2025|0,00|9500,00|||20251228||
OD|Opérations diverses|EC000109|20251231|681100|Dotations amort. immobilisations|||FA000109|20251231|Dotation amort 2025|8000,00|0,00|||20251231||
OD|Opérations diverses|EC000109|20251231|281000|Amort. immobilisations corporelles|||FA000109|20251231|Dotation amort 2025|0,00|8000,00|||20251231||
OD|Opérations diverses|EC000110|20251231|695000|Impôts sur les bénéfices|||FA000110|20251231|IS estimé 2025|15000,00|0,00|||20251231||
OD|Opérations diverses|EC000110|20251231|444000|État - IS|||FA000110|20251231|IS estimé 2025|0,00|15000,00|||20251231||
AN|À-nouveau|EC000111|20250101|211000|Terrains|||FA000111|20250101|Report à nouveau|50000,00|0,00|||20250101||
AN|À-nouveau|EC000111|20250101|218000|Matériel informatique|||FA000111|20250101|Report à nouveau|30000,00|0,00|||20250101||
AN|À-nouveau|EC000111|20250101|101000|Capital social|||FA000111|20250101|Report à nouveau|0,00|50000,00|||20250101||
AN|À-nouveau|EC000111|20250101|110000|Report à nouveau|||FA000111|20250101|Report à nouveau|0,00|20000,00|||20250101||
AN|À-nouveau|EC000111|20250101|512000|Banque|||FA000111|20250101|Report à nouveau|15000,00|0,00|||20250101||
AN|À-nouveau|EC000111|20250101|164000|Emprunt bancaire|||FA000111|20250101|Report à nouveau|0,00|25000,00|||20250101||
